article_id,title,url,publisher,hostname,timestamp,category
2389,Euro zone inflation drops back to lowest ever level in February,http://in.reuters.com/article/2014/03/17/us-eurozone-inflation-idINBREA2G0H220140317,Reuters,in.reuters.com,1400000000000.0,0
4762,Symantec Board Terminates Steve Bennett CEO - Quick Facts,http://www.rttnews.com/2289557/symantec-board-terminates-steve-bennett-ceo-quick-facts.aspx\?type=corp,RTT News,www.rttnews.com,1400000000000.0,0
5598,Symantec says it terminated CEO Steve Bennett,http://cumberlink.com/business/symantec-says-it-terminated-ceo-steve-bennett/article_25c2ab65-4203-5add-8779-05d80d224ae8.html,The Sentinel,cumberlink.com,1400000000000.0,0
2979,"House GOP committed to Obamacare alternative, but passing a bill this year is  ...",http://washingtonexaminer.com/house-gop-committed-to-obamacare-alternative-but-passing-a-bill-this-year-is-another-story/article/2545749,Washington Examiner,washingtonexaminer.com,1400000000000.0,0
1498,Quiznos Follows Sbarro Into Bankruptcy Court,http://www.bloomberg.com/news/2014-03-15/quiznos-follows-sbarro-into-bankruptcy-court.html,Bloomberg,www.bloomberg.com,1400000000000.0,0
4265,Bears take aim at American Eagle,http://www.nasdaq.com/article/bears-take-aim-at-american-eagle-cm334221,NASDAQ,www.nasdaq.com,1390000000000.0,0
5048,"La. adds 18100 jobs over 12 months, jobless rate drops",http://theadvocate.com/home/8659233-125/la-adds-18100-jobs-over,The Advocate,theadvocate.com,1400000000000.0,0
4882,Ousted Symantec CEO may get $18.5 million in severance payment,http://zeenews.india.com/business/news/technology/ousted-symantec-ceo-may-get-18-5-million-in-severance-payment_96604.html,Zee News,zeenews.india.com,1400000000000.0,0
5239,European Economics Preview: German ZEW Economic Confidence Data Due,http://www.rttnews.com/2287550/european-economics-preview-german-zew-economic-confidence-data-due.aspx\?type=alleco,RTT News,www.rttnews.com,1400000000000.0,0
5375,"Symantec ditches its CEO, shares suffer",http://www.cityindex.co.uk/market-analysis/market-news/26278372014/symantec-ditches-its-ceo-shares-suffer/,City Index,www.cityindex.co.uk,1400000000000.0,0
938,Wall Street closes lower,http://www.businessspectator.com.au/news/2014/3/12/financial-markets/wall-street-closes-lower,Business Spectator,www.businessspectator.com.au,1390000000000.0,0
1064,"Shares capped by Chinese data, Ukrainian worries linger",http://www.bdlive.co.za/markets/2014/03/13/shares-capped-by-chinese-data-ukrainian-worries-linger,BDlive,www.bdlive.co.za,1390000000000.0,0
1611,US stocks down on gloomy news from Asia,http://www.cbsnews.com/news/us-stocks-down-on-gloomy-news-from-asia/,CBS News,www.cbsnews.com,1390000000000.0,0
1847,"Crude oil drops to $101 a barrel after China, Japan data show weak trade  ...",http://www.therepublic.com/view/story/4e8417a7568f43c8a5f8990a80b2473b/Oil-Prices,The Republic,www.therepublic.com,1390000000000.0,0
4577,Little change in local jobless rates,http://www.kpcnews.com/news/latest/eveningstar/article_47509972-1ab4-5416-8909-2ce86f8eaa52.html,KPCnews.com,www.kpcnews.com,1400000000000.0,0
3024,"World stocks, copper, oil decline after weak China export data",http://in.reuters.com/article/2014/03/10/us-markets-global-idINBRE96S00E20140310,Reuters India,in.reuters.com,1390000000000.0,0
5600,"La. adds 18100 jobs over 12 months, jobless rate drops",http://theadvocate.com/home/8659233-125/la-adds-18100-jobs-over,The Advocate,theadvocate.com,1400000000000.0,0
3460,Colorado company asking for public's help finding missing Malaysian airliner,http://www.13abc.com/story/24938813/colorado-company-asking-for-publics-help-finding-missing-malaysian-airliner,13abc Action News,www.13abc.com,1390000000000.0,0
5902,Pueblo County starts year with unemployment under 10 percent,http://www.chieftain.com/business/2390251-120/percent-pueblo-rate-county,Pueblo Chieftain,www.chieftain.com,1400000000000.0,0
4297,More Bad Economic Data Out Of China,http://www.businessinsider.in/More-Bad-Economic-Data-Out-Of-China/articleshow/31939620.cms,Businessinsider India,www.businessinsider.in,1390000000000.0,0
1473,US futures lower after record high,http://www.iol.co.za/business/international/us-futures-lower-after-record-high-1.1658991,Independent Online,www.iol.co.za,1390000000000.0,0
5184,Symantec appoints Brown as interim CEO,http://www.telecompaper.com/news/symantec-appoints-brown-as-interim-ceo--1003443,Telecompaper \(subscription\),www.telecompaper.com,1400000000000.0,0
876,Asian shares decline on weak China data,http://citywire.co.uk/money/asian-shares-decline-on-weak-china-data/a739586,Citywire.co.uk,citywire.co.uk,1390000000000.0,0
5810,"Mayor de Blasio wants Citi Bike to stay, but isn't allocating money in city budget  ...",http://www.nydailynews.com/news/politics/mayor-de-blasio-citi-bike-won-city-budget-article-1.1730097,New York Daily News,www.nydailynews.com,1400000000000.0,0
5173,Symantec Fires CEO Steve Bennett; Shares Fall Late,http://news.investors.com/technology/032014-694043-symantec-ceo-steve-bennett-fired.htm,Investor's Business Daily,news.investors.com,1400000000000.0,0
5091,State Unemployment Rate Drops Again,http://wusfnews.wusf.usf.edu/post/state-unemployment-rate-drops-again,WUSF News,wusfnews.wusf.usf.edu,1400000000000.0,0
5088,Florida unemployment rate continues to drop to 6.1%,http://www.bizpacreview.com/2014/03/18/florida-unemployment-rate-continues-to-drop-to-6-1-107006,BizPac Review,www.bizpacreview.com,1400000000000.0,0
3110,Sbarro again seeks to reorganize under bankruptcy protection,http://www.pressherald.com/news/Sbarro_again_files_for_Ch__11_reorganization.html,Press Herald,www.pressherald.com,1390000000000.0,0
4909,Mulberry shares fell 66% during Guillon's reign,http://www.managementtoday.co.uk/news/1286153/mulberry-shares-fell-66-during-guillons-reign/,Management Today,www.managementtoday.co.uk,1400000000000.0,0
5288,Unemployment rates,http://news.investors.com/031714-693589-unemployment-rates.htm,Investor's Business Daily,news.investors.com,1400000000000.0,0
4333,Herbalife shares drop as it admits to being under investigation,http://www.pressherald.com/business/Herbalife_shares_drop_as_it_admits_to_being_under_investigation_.html,Press Herald,www.pressherald.com,1390000000000.0,0
4690,Jobless rate falls to 6.4 percent in Indiana,http://www.pharostribune.com/local/x1387870682/Jobless-rate-falls-to-6-4-percent-in-Indiana,pharostribune.com,www.pharostribune.com,1400000000000.0,0
5148,"Mayor de Blasio wants Citi Bike to stay, but isn't allocating money in city budget  ...",http://www.nydailynews.com/news/politics/mayor-de-blasio-citi-bike-won-city-budget-article-1.1730097,New York Daily News,www.nydailynews.com,1400000000000.0,0
5683,"Symantec ditches its CEO, shares suffer",http://www.cityindex.co.uk/market-analysis/market-news/26278372014/symantec-ditches-its-ceo-shares-suffer/,City Index,www.cityindex.co.uk,1400000000000.0,0
4747,"German investor confidence slips on Ukraine crisis, but economic upturn not  ...",http://www.globalpost.com/dispatch/news/the-canadian-press/140318/german-investor-confidence-slips-ukraine-crisis-economic-upt,GlobalPost,www.globalpost.com,1400000000000.0,0
1428,China's Exports Unexpectedly Decline in Blow to Confidence,http://www.sfgate.com/business/bloomberg/article/China-s-Exports-Unexpectedly-Decline-in-Blow-to-5299327.php,San Francisco Chronicle,www.sfgate.com,1390000000000.0,0
185,Bond default crisis in China 'unlikely' this year,http://business.financialpost.com/2014/03/10/bond-default-crisis-in-china-unlikely-this-year/,Financial Post,business.financialpost.com,1390000000000.0,0
5631,SC umemployment down again in January; Beaufort County's rate increases,http://www.thestate.com/2014/03/18/3332708/sc-umemployment-down-again-in.html,The State,www.thestate.com,1400000000000.0,0
5210,Iowa Unemployment Rate Ticks Up,http://www.woi-tv.com/story/24999498/iowa-unemployment-rate-ticks-up,WOI,www.woi-tv.com,1400000000000.0,0
3779,Carney: Estimate for rates to hit 2-3% 'not unreasonable',http://www.investmentweek.co.uk/investment-week/news/2333421/carney-estimate-for-rates-to-hit-2-3-not-unreasonable,Investment Week,www.investmentweek.co.uk,1390000000000.0,0
5377,"Symantec Halted, Drops 6%: CEO Bennett Terminated, Board Member Brown  ...",http://blogs.barrons.com/techtraderdaily/2014/03/20/symantec-shares-halted-pending-news/,Barron's \(blog\),blogs.barrons.com,1400000000000.0,0
5356,Symantec sacks chief,"http://www.crn.com.au/News/375762,symantec-sacks-chief.aspx",CRN Australia,www.crn.com.au,1400000000000.0,0
4531,UNEMPLOYMENT RATE: Slight Rise In Iowa,http://whotv.com/2014/03/17/job-numbers-iowa-unemployment-rises-slightly/,whotv.com,whotv.com,1400000000000.0,0
5752,Kansas Unemployment Dropped In January,http://www.wibw.com/home/headlines/Kansas-Unemployment-Dropped-In-January-250762751.html,WIBW,www.wibw.com,1400000000000.0,0
2373,US STOCKS-Wall St to open lower as China concerns mount,http://www.reuters.com/article/2014/03/12/markets-usa-stocks-idUSL2N0M90QZ20140312,Reuters,www.reuters.com,1390000000000.0,0
1141,BB&T Bank Mortgage Rate Increases Thursday Mar 13,http://www.fidaily.com/bbt-bank-mortgage-rate-increases-thursday-mar-13/15372/roger-norton,Finance Daily,www.fidaily.com,1390000000000.0,0
5171,SC umemployment down again in January; Beaufort County's rate increases,http://www.thestate.com/2014/03/18/3332708/sc-umemployment-down-again-in.html,The State,www.thestate.com,1400000000000.0,0
2750,European stocks decline in risk-off trade; Dax down 0.77%,http://www.jpost.com/Business/Investing/European-stocks-decline-in-risk-off-trade-Dax-down-077-percent-345123,Jerusalem Post,www.jpost.com,1390000000000.0,0
744,Urban Outfitters Posts Lower-Than-Expected Quarterly Sales,http://www.foxbusiness.com/industries/2014/03/10/urban-outfitters-posts-lower-than-expected-quarterly-sales/,Fox Business,www.foxbusiness.com,1390000000000.0,0
5918,Symantec Fires CEO In Surprise Move,http://www.informationweek.com/messages.asp\?piddl_msgthreadid=9291&amp;piddl_msgid=205066&amp;piddl_msgtocontent=yes,InformationWeek,www.informationweek.com,1400000000000.0,0
261,Rates Rise on Zillow Marketplace to Levels Not Seen Since Mid-January,http://nationalmortgageprofessional.com/news47527/Rates-Rise-Zillow-Marketplace-Levels-Not-Seen-Since-Mid-January,National Mortgage Professional Magazine,nationalmortgageprofessional.com,1390000000000.0,0
4198,"S&P 500 rises a bit, and Dow Jones drops a little as investors watch Ukraine",http://www.buffalonews.com/business/sp-500-rises-a-bit-and-dow-jones-drops-a-little-as-investors-watch-ukraine-20140312,Buffalo News,www.buffalonews.com,1390000000000.0,0
5308,SC unemployment down in January,http://www.wrdw.com/home/headlines/SC-unemployment-done-in-January-250651371.html\?ref=371,WRDW-TV,www.wrdw.com,1400000000000.0,0
5915,New Iowa unemployment report shows slight increase,http://www.kcci.com/project-economy/new-iowa-unemployment-report-shows-slight-increase/25017800,KCCI Des Moines,www.kcci.com,1400000000000.0,0
6006,"Florida loses 2600 jobs in January, but unemployment rate falls to 6.1 percent",http://www.thefloridacurrent.com/article.cfm\?id=36863837,The Florida Current,www.thefloridacurrent.com,1400000000000.0,0
913,WTI crude falls sharply as China trade data weighs,http://www.nasdaq.com/article/wti-crude-falls-sharply-as-china-trade-data-weighs-cm333846,NASDAQ,www.nasdaq.com,1390000000000.0,0
5698,"Unemployment Rate Rises in Corridor, Iowa",http://www.kcrg.com/news/local/Unemployment-Rate-Rises-in-Corridor-Iowa-250647891.html,KCRG,www.kcrg.com,1400000000000.0,0
5131,"Symantec Fires CEO, and More",http://live.wsj.com/video/symantec-fires-ceo-and-more/61CB554E-31CE-4D20-BC43-D02FCC34883D.html,Wall Street Journal,live.wsj.com,1400000000000.0,0
4566,"Symantec Fires CEO, and More",http://live.wsj.com/video/symantec-fires-ceo-and-more/61CB554E-31CE-4D20-BC43-D02FCC34883D.html,Wall Street Journal,live.wsj.com,1400000000000.0,0
1716,Opening Bell 10 March | Asian markets slump,http://www.livemint.com/Money/3wB94xRNBhiCci49b8mjGN/Opening-Bell-10-March--Asian-markets-slump.html,Livemint,www.livemint.com,1390000000000.0,0
4096,Denve-based Quiznos files for Chapter 11 bankruptcy protection,http://www.sltrib.com/sltrib/money/57682304-79/quiznos-bankruptcy-chapter-protection.html.csp,Salt Lake Tribune,www.sltrib.com,1400000000000.0,0
3610,Gold Most Bullish Since 2012 as Goldman Sees Slump: Commodities,http://www.sfgate.com/business/bloomberg/article/Gold-Most-Bullish-Since-2012-as-Goldman-Sees-5303704.php,San Francisco Chronicle,www.sfgate.com,1390000000000.0,0
1005,US consumer sentiment slips; bad weather eyed,http://www.brecorder.com/business-a-economy/189/1162859/,Business Recorder,www.brecorder.com,1400000000000.0,0
5165,"EUR/USD - Stable As German, Eurozone Economic Sentiment Slide","http://www.actionforex.com/analysis/daily-forex-fundamentals/eur%10usd---stable-as-german,-eurozone-economic-sentiment-slide-20140318211153/",Action Forex,www.actionforex.com,1400000000000.0,0
4409,Mulberry Chief Executive Guillon quits,http://in.reuters.com/article/2014/03/20/mulberry-group-idINWLB007QH20140320,Reuters,in.reuters.com,1400000000000.0,0
4267,UPDATE 1-Mt. Gox files for US bankruptcy to halt class action,http://in.reuters.com/article/2014/03/10/bitcoin-mtgox-bankruptcy-idINL2N0M70ZW20140310,Reuters,in.reuters.com,1390000000000.0,0
4608,Florida's unemployment numbers released Monday,http://www.news4jax.com/news/floridas-unemployment-numbers-released-monday/25012272,WJXT Jacksonville,www.news4jax.com,1400000000000.0,0
4624,UPDATE 1-Symantec CEO ouster raises questions about turnaround,http://in.reuters.com/article/2014/03/21/symantec-ceo-idINL3N0MI3IH20140321,Reuters,in.reuters.com,1400000000000.0,0
2550,Quiznos Files for Bankruptcy Amid Debt and Stiff Competition,http://thesource.com/2014/03/15/quiznos-files-for-bankruptcy-amid-debt-and-stiff-competition/,The Source,thesource.com,1400000000000.0,0
4990,"Florida Unemployment Rate 6.1%, Brevard County 7%",http://business.brevardtimes.com/2014/03/florida-unemployment-rate-61-brevard.html,Brevard Times,business.brevardtimes.com,1400000000000.0,0
613,"US stocks shake off listless start to finish mostly higher, led by oil refiners, tech  ...",http://www.newser.com/article/65c27983d14142b592da4ebd1ba1688b/us-stocks-shake-off-listless-start-to-finish-mostly-higher-led-by-oil-refiners-tech-firms.html,Newser,www.newser.com,1390000000000.0,0
2624,Mt Gox faced 150000 attacks per second,http://thepeninsulaqatar.com/business/international-business/275450/mt-gox-faced-150-000-attacks-per-second,Peninsula On-line,thepeninsulaqatar.com,1390000000000.0,0
2907,Carney Touts BOE Low-Rate Pledge as Weale Dissents on Slack (1),http://www.businessweek.com/news/2014-03-11/carney-pushes-boe-s-low-rate-message-as-weale-dissents-on-slack,Businessweek,www.businessweek.com,1390000000000.0,0
2837,Colorado's first statewide recreational marijuana sales tax results expected this  ...,http://www.greenfieldreporter.com/view/story/06503a8d83074fdd93c44632c1e85737/CO--Marijuana-Taxes,Greenfield Daily Reporter,www.greenfieldreporter.com,1390000000000.0,0
2160,American Airlines & JetBlue: Le Divorce,http://blogs.barrons.com/stockstowatchtoday/2014/03/10/american-airlines-jet-blue-le-divorce/,Barron's \(blog\),blogs.barrons.com,1390000000000.0,0
5430,Iowa Unemployment Rate at 4.3 Percent in January,http://www.ncnewspress.com/article/20140317/NEWS/140319883/-1/opinion,Nebraska City News Press,www.ncnewspress.com,1400000000000.0,0
395,"Disappointing Chinese exports halt stocks, hammer commodities",http://www.bdlive.co.za/markets/2014/03/10/disappointing-chinese-exports-halt-stocks-hammer-commodities,BDlive,www.bdlive.co.za,1390000000000.0,0
5526,Symantec Fires CEO Amid Transition,http://www.crn.in/news/security/2014/03/21/symantec-fires-ceo-amid-transition,CRN.in,www.crn.in,1400000000000.0,0
1310,Money to Burn,http://www.myhighplains.com/story/d/story/money-to-burn/28643/IXtbdeE7-kyEfuQ4ahQXVw,MyHighPlains,www.myhighplains.com,1390000000000.0,0
5315,Etowah unemployment rate rises; state remains steady,http://www.gadsdentimes.com/article/20140317/NEWS/140319846/1202/NEWS01\?Title=Etowah-unemployment-rate-rises-state-remains-steady,Gadsden Times,www.gadsdentimes.com,1400000000000.0,0
4669,Unemployment rates fell in 43 US states in January,http://www.stltoday.com/business/local/unemployment-rates-fell-in-u-s-states-in-january/article_2ab98528-c42a-5bfe-afae-9d7fff0c4732.html,STLtoday.com,www.stltoday.com,1400000000000.0,0
5325,Mulberry Boss Quits After Profits Fall,http://www.freshbusinessthinking.com/news.php\?NID=21880&amp;Title=Mulberry+Boss+Quits+After+Profits+Fall,Fresh Business Thinking,www.freshbusinessthinking.com,1400000000000.0,0
5277,Fired Symantec CEO ?€?not a technical person?€?,http://www.cbronline.com/news/tech/software/malware/fired-symantec-ceo-not-a-technical-person-4201725,Computer Business Review,www.cbronline.com,1400000000000.0,0
4059,Crude-Oil Futures Fall as China Signals Demand Concerns,http://online.wsj.com/article/BT-CO-20140310-705910.html,Wall Street Journal,online.wsj.com,1390000000000.0,0
89,Global Growth Worries May Pressure Stocks,http://www.rttnews.com/2283409/global-growth-worries-may-pressure-stocks.aspx\?utm_source=google&amp;utm_campaign=sitemap,RTT News,www.rttnews.com,1390000000000.0,0
2969,All out of dough: Sbarro Pizza files for bankruptcy for the second time in three  ...,http://www.dailymail.co.uk/news/article-2577479/All-dough-Sbarro-Pizza-files-bankruptcy-second-time-three-years-struggling-dept-low-consumer-traffic-shopping-malls.html,Daily Mail,www.dailymail.co.uk,1390000000000.0,0
275,Asian shares slip after weak data,http://www.sbs.com.au/news/article/2014/03/10/asian-shares-slip-after-weak-data,SBS,www.sbs.com.au,1390000000000.0,0
5616,"German investor confidence slips on Ukraine crisis, but economic upturn not  ...",http://www.globalpost.com/dispatch/news/the-canadian-press/140318/german-investor-confidence-slips-ukraine-crisis-economic-upt,GlobalPost,www.globalpost.com,1400000000000.0,0
608,Vodafone buys Spanish cable firm Ono for 7.2 bn euros,http://www.hurriyetdailynews.com/vodafone-buys-spanish-cable-firm-ono-for-72-bn-euros.aspx\?pageID=238&amp;nID=63681&amp;NewsCatID=345,Hurriyet Daily News,www.hurriyetdailynews.com,1400000000000.0,0
1925,"A Week After Mt. Gox Collapse, Japan Struggles to Understand Bitcoin",http://www.moneynews.com/Markets/bitcoin-digital-currency-mt-gox-japan/2014/03/07/id/556606,Moneynews,www.moneynews.com,1390000000000.0,0
2491,GM recall: ignition problem on Saturn Ion was raised in 2001,http://www.theguardian.com/business/2014/mar/13/gm-recall-ignition-problem-on-saturn-ion-was-raised-in-2001,The Guardian,www.theguardian.com,1390000000000.0,0
2808,Mortgage Rates Today: Rates Flat at BMO Harris and Citizens Bank (March 13),http://www.highlightpress.com/mortgage-rates-today-rates-flat-at-bmo-harris-and-citizens-bank-march-13/12513/ckelly,Highlight Press,www.highlightpress.com,1390000000000.0,0
4587,Unemployment rates fell in 43 US states in January,http://www.stltoday.com/business/local/unemployment-rates-fell-in-u-s-states-in-january/article_2ab98528-c42a-5bfe-afae-9d7fff0c4732.html,STLtoday.com,www.stltoday.com,1400000000000.0,0
5957,New report says Florida's January unemployment rate dipped to 6.1 percent  ...,http://www.greenfieldreporter.com/view/story/9fa496387367439395c582233a607e10/FL--Florida-Unemployment,Greenfield Daily Reporter,www.greenfieldreporter.com,1400000000000.0,0
2525,Sector Update: Consumer Shares Mixed Pre-Market; Bon-Ton Drops 6% as CEO  ...,http://www.nasdaq.com/article/sector-update-consumer-shares-mixed-premarket-bonton-drops-6-as-ceo-plans-exit-cm334091,NASDAQ,www.nasdaq.com,1390000000000.0,0
5319,Ousted Symantec (SYMC) CEO Bennet May Have $18.5M Payday,http://www.streetinsider.com/Insiders+Blog/Ousted+Symantec+(SYMC)+CEO+Bennet+May+Have+$18.5M+Payday/9305471.html,StreetInsider.com \(subscription\) \(blog\),www.streetinsider.com,1400000000000.0,0
159,Why These 4 Stocks Declined: Microsoft Corporation (NASDAQ:MSFT  ...,http://www.gaininggreen.com/why-these-4-stocks-declined-microsoft-corporation-nasdaqmsft-mcdonalds-corporation-nysemcd-urban-outfitters-nasdaqurbn-att-nyset/1214097/,Gaining Green,www.gaininggreen.com,1390000000000.0,0
3788,British banking system under spotlight as trust falls,http://voiceofrussia.com/uk/news/2014_03_11/British-banking-system-under-spotlight-as-trust-falls-4624/,The Voice of Russia,voiceofrussia.com,1390000000000.0,0
4302,Sandwich Maker Quiznos Files For Bankruptcy,http://www.10tv.com/content/stories/2014/03/14/us-quiznos-files-for-bankruptcy.html,10TV,www.10tv.com,1400000000000.0,0
5130,Symantec Switches Out CEOs,http://news.investors.com/032014-694074-symantec-switches-out-ceos.htm,Investor's Business Daily,news.investors.com,1400000000000.0,0
4951,Symantec Switches Out CEOs,http://news.investors.com/032014-694074-symantec-switches-out-ceos.htm,Investor's Business Daily,news.investors.com,1400000000000.0,0
4062,HK: Shares in biggest loss in 5 weeks after anemic China data,http://www.businesstimes.com.sg/breaking-news/stock-markets/hk-shares-biggest-loss-5-weeks-after-anemic-china-data-20140310,Business Times \(subscription\),www.businesstimes.com.sg,1390000000000.0,0
1437,Mt. Gox files for US bankruptcy,http://profit.ndtv.com/news/corporates/article-mt-gox-files-for-u-s-bankruptcy-to-halt-class-action-382639,NDTV,profit.ndtv.com,1390000000000.0,0
821,"Stock market live blog: Stocks slip, with Nasdaq on pace for 4th down day in row",http://blogs.marketwatch.com/thetell/2014/03/11/stock-market-live-blog-s-urban-slumps-while-macys-jumps/,MarketWatch \(blog\),blogs.marketwatch.com,1390000000000.0,0
5870,EMERY P. DALESIO,http://www.wwaytv3.com/comment/reply/50241,WWAY NewsChannel 3,www.wwaytv3.com,1400000000000.0,0
1120,Asian shares start week with drop,http://www.cityindex.co.uk/market-analysis/financial-news/asian-stock-markets-news/25703232014/asian-shares-start-week-with-drop/,City Index,www.cityindex.co.uk,1390000000000.0,0
4662,Zions Says Federal Reserve Estimates Worse Than Projected,http://www.bloomberg.com/news/2014-03-21/zions-says-federal-reserve-estimates-worse-than-projected.html,Bloomberg,www.bloomberg.com,1400000000000.0,0
5474,State unemployment rate ticks down to 6. 1 percent,http://kdvr.com/2014/03/17/state-unemployment-rate-ticks-down-to-6-1-percent/,kdvr.com,kdvr.com,1400000000000.0,0
2631,Ackman Dwarfed By Herbalife Spending In Lobbying Battle,http://www.businessinsider.com/r-ackman-outspent-by-herbalife-in-lobbying-battle-2014-09,Business Insider,www.businessinsider.com,1390000000000.0,0
3372,"Men's Wearhouse Loss Widens On Weak Sales, Margins",http://www.rttnews.com/2284370/men-s-wearhouse-loss-widens-on-weak-sales-margins.aspx\?type=ern,RTT News,www.rttnews.com,1390000000000.0,0
5953,Wisconsin's unemployment rate falls to 6.1%,http://biztimes.com/article/20140317/ENEWSLETTERS02/140319813,BizTimes.com \(Milwaukee\),biztimes.com,1400000000000.0,0
2381,Toyota Suspends Output at India Plants on Wage Impasse,http://www.bloomberg.com/news/2014-03-17/toyota-suspends-output-at-india-plants-on-wage-impasse.html,Bloomberg,www.bloomberg.com,1400000000000.0,0
5064,UPDATE 1-Ukraine crisis worries hammer German investor morale,http://in.reuters.com/article/2014/03/18/germany-zew-idINL6N0MF2BV20140318,Reuters,in.reuters.com,1400000000000.0,0
4848,NC January Unemployment Rate Falls To 6.7%,http://www.wspa.com/story/25002288/nc-january-unemployment-rate-falls-to-67,WSPA.com,www.wspa.com,1400000000000.0,0
4185,"Gold prices marginally weaker in Asia trade, await direction",http://www.nasdaq.com/article/gold-prices-marginally-weaker-in-asia-trade-await-direction-cm333561,NASDAQ,www.nasdaq.com,1390000000000.0,0
3807,RBS might be forced out of an independent Scotland,http://dundee.stv.tv/84421/,STV Dundee,dundee.stv.tv,1390000000000.0,0
3068,Stocks end slightly lower on China growth worries - Live5News.com | Charleston  ...,http://www.live5news.com/story/24930784/stocks-slip-on-discouraging-news-from-asia,Live 5 News,www.live5news.com,1390000000000.0,0
4996,Va.'s jobless rate falls to 5 pct in January,http://money.msn.com/business-news/article.aspx\?feed=AP&amp;date=20140318&amp;id=17443609,MSN Money,money.msn.com,1400000000000.0,0
317,Unicredit Posts 14 billion Euro Loss For 2013,http://www.ntd.tv/en/news/world/europe/20140311/109414-unicredit-posts-14-billion-euro-loss-for-2013.html,New Tang Dynasty Television,www.ntd.tv,1390000000000.0,0
3497,Massive hacking attacks revealed,http://www.news.com.au/finance/business/bitcoin-exchange-mtgox-faced-150000-attacks-per-second-before-filing-for-bankruptcy/story-fn5lic6c-1226850045857,NEWS.com.au,www.news.com.au,1390000000000.0,0
4460,Heavy Pressure on Symantec as It Seeks a New CEO,http://www.eweek.com/security/heavy-pressure-on-symantec-as-it-seeks-a-new-ceo.html/,eWeek,www.eweek.com,1400000000000.0,0
3212,Mt Gox fielded MASSIVE DDOS attack before collapse,http://www.theregister.co.uk/2014/03/10/mt_gox_fielded_massive_ddos_attack_before_collapse/,Register,www.theregister.co.uk,1390000000000.0,0
1741,Major Averages Move To The Downside In Early Trading,http://www.rttnews.com/2284959/major-averages-move-to-the-downside-in-early-trading.aspx\?type=mu&amp;utm_source=google&amp;utm_campaign=sitemap,RTT News,www.rttnews.com,1390000000000.0,0
5314,Jobless rate rises in January,http://www.dothaneagle.com/news/article_a29fb61a-adeb-11e3-b598-001a4bcf6878.html,Dothan Eagle,www.dothaneagle.com,1400000000000.0,0
